time,bam10,bam25
2020-04-13-19,20,17
2020-04-13-20,21,17
2020-04-13-21,35,21
2020-04-13-22,40,23
2020-04-13-23,39,22
2020-04-13-24,40,23
2020-04-14-01,41,24
2020-04-14-02,38,22
2020-04-14-03,37,21
2020-04-14-04,35,21
2020-04-14-05,36,22
2020-04-14-06,36,23
2020-04-14-07,37,25
2020-04-14-08,37,24
2020-04-14-09,43,27
2020-04-14-10,45,25
2020-04-14-11,54,28
2020-04-14-12,48,31
2020-04-14-13,49,35
2020-04-14-14,38,25
2020-04-14-15,44,28
2020-04-14-16,47,31
2020-04-14-17,43,31
2020-04-14-18,34,24
2020-04-14-19,38,29
2020-04-14-20,48,38
2020-04-14-21,57,41
2020-04-14-22,54,39
2020-04-14-23,53,41
2020-04-14-24,53,40
2020-04-15-01,57,41
2020-04-15-02,52,39
2020-04-15-03,51,39
2020-04-15-04,49,38
2020-04-15-05,51,41
2020-04-15-06,51,37
2020-04-15-07,52,38
2020-04-15-08,50,36
2020-04-15-09,54,38
2020-04-15-10,54,38
2020-04-15-11,63,43
2020-04-15-12,64,45
2020-04-15-13,69,48
2020-04-15-14,69,47
2020-04-15-15,76,51
2020-04-15-16,65,43
2020-04-15-17,65,45
2020-04-15-18,57,37
2020-04-15-19,57,34
2020-04-15-20,50,32
2020-04-15-21,45,28
2020-04-15-22,40,23
2020-04-15-23,36,24
2020-04-15-24,35,21
2020-04-16-01,39,26
2020-04-16-02,39,25
2020-04-16-03,41,28
2020-04-16-04,43,27
2020-04-16-05,50,32
2020-04-16-06,42,30
2020-04-16-07,37,26
2020-04-16-08,38,22
2020-04-16-09,46,24
2020-04-16-10,42,22
2020-04-16-11,46,23
2020-04-16-12,50,27
2020-04-16-13,50,32
2020-04-16-14,50,31
2020-04-16-15,58,38
2020-04-16-16,56,36
2020-04-16-17,60,38
2020-04-16-18,55,37
2020-04-16-19,59,43
2020-04-16-20,57,38
2020-04-16-21,50,36
2020-04-16-22,49,35
2020-04-16-23,50,38
2020-04-16-24,53,36
2020-04-17-01,55,38
2020-04-17-02,48,32
2020-04-17-03,36,24
2020-04-17-04,32,19
2020-04-17-05,32,18
2020-04-17-06,31,17
2020-04-17-07,34,19
2020-04-17-08,29,16
2020-04-17-09,33,19
2020-04-17-10,33,18
2020-04-17-11,30,19
2020-04-17-12,26,15
2020-04-17-13,24,15
2020-04-17-14,23,16
2020-04-17-15,21,15
2020-04-17-16,24,14
2020-04-17-17,29,20
2020-04-17-18,40,21
2020-04-17-19,55,26
2020-04-17-20,44,24
2020-04-17-21,34,21
2020-04-17-22,39,21
2020-04-17-23,51,28
2020-04-17-24,75,41
2020-04-18-01,73,39
2020-04-18-02,66,35
2020-04-18-03,54,29
2020-04-18-04,29,16
2020-04-18-05,27,16
2020-04-18-06,23,14
2020-04-18-07,20,11
2020-04-18-08,11,5
2020-04-18-09,4,1
2020-04-18-10,5,1
2020-04-18-11,13,6
2020-04-18-12,12,5
2020-04-18-13,10,4
2020-04-18-14,9,5
2020-04-18-15,9,4
2020-04-18-16,11,7
2020-04-18-17,16,10
2020-04-18-18,29,18
2020-04-18-19,30,20
2020-04-18-20,30,19
2020-04-18-21,30,20
2020-04-18-22,31,19
2020-04-18-23,32,22
2020-04-18-24,32,19
2020-04-19-01,30,21
2020-04-19-02,31,20
2020-04-19-03,33,19
2020-04-19-04,32,22
2020-04-19-05,34,26
2020-04-19-06,35,23
2020-04-19-07,36,25
2020-04-19-08,29,20
2020-04-19-09,30,19
2020-04-19-10,25,16
2020-04-19-11,20,13
2020-04-19-12,19,12
2020-04-19-13,20,15
2020-04-19-14,21,15
2020-04-19-15,22,17
2020-04-19-16,19,16
2020-04-19-17,,18
2020-04-19-18,18,16
2020-04-19-19,,16
2020-04-19-20,15,13
2020-04-19-21,17,14
2020-04-19-22,9,8
2020-04-19-23,7,7
2020-04-19-24,6,5
2020-04-20-01,6,4
2020-04-20-02,3,3
2020-04-20-03,3,3
2020-04-20-04,4,2
2020-04-20-05,7,2
2020-04-20-06,4,3
2020-04-20-07,7,4
2020-04-20-08,6,3
2020-04-20-09,6,2
2020-04-20-10,8,3
2020-04-20-11,9,6
2020-04-20-12,15,12
2020-04-20-13,16,12
2020-04-20-14,14,13
2020-04-20-15,14,11
2020-04-20-16,19,13
2020-04-20-17,28,20
2020-04-20-18,26,14
2020-04-20-19,23,12
2020-04-20-20,21,12
2020-04-20-21,16,11
2020-04-20-22,15,12
2020-04-20-23,16,12
2020-04-20-24,17,12
2020-04-21-01,22,15
2020-04-21-02,21,15
2020-04-21-03,25,13
2020-04-21-04,25,11
2020-04-21-05,27,11
2020-04-21-06,20,9
2020-04-21-07,21,12
2020-04-21-08,32,10
2020-04-21-09,60,11
2020-04-21-10,83,8
2020-04-21-11,81,9
2020-04-21-12,44,9
2020-04-21-13,30,8
2020-04-21-14,22,8
2020-04-21-15,23,7
2020-04-21-16,23,6
2020-04-21-17,25,8
2020-04-21-18,23,8
2020-04-21-19,23,10
2020-04-21-20,21,9
2020-04-21-21,20,9
2020-04-21-22,19,8
2020-04-21-23,22,9
2020-04-21-24,21,8
2020-04-22-01,22,7
2020-04-22-02,22,6
2020-04-22-03,29,8
2020-04-22-04,31,7
2020-04-22-05,39,8
2020-04-22-06,59,7
2020-04-22-07,82,11
2020-04-22-08,115,10
2020-04-22-09,148,12
2020-04-22-10,159,13
2020-04-22-11,149,15
2020-04-22-12,120,14
2020-04-22-13,114,14
2020-04-22-14,94,12
2020-04-22-15,82,14
2020-04-22-16,63,10
2020-04-22-17,50,11
2020-04-22-18,40,10
2020-04-22-19,34,11
2020-04-22-20,28,8
2020-04-22-21,28,10
2020-04-22-22,27,7
2020-04-22-23,44,9
2020-04-22-24,55,11
2020-04-23-01,52,12
2020-04-23-02,45,11
2020-04-23-03,40,11
2020-04-23-04,32,11
2020-04-23-05,28,15
2020-04-23-06,26,15
2020-04-23-07,25,15
2020-04-23-08,25,15
2020-04-23-09,31,17
2020-04-23-10,35,11
2020-04-23-11,41,11
2020-04-23-12,40,9
2020-04-23-13,48,14
2020-04-23-14,51,14
2020-04-23-15,49,15
2020-04-23-16,48,13
2020-04-23-17,47,11
2020-04-23-18,41,10
2020-04-23-19,37,11
2020-04-23-20,35,12
2020-04-23-21,36,12
2020-04-23-22,34,11
2020-04-23-23,34,12
2020-04-23-24,33,12
2020-04-24-01,33,14
2020-04-24-02,29,9
2020-04-24-03,29,11
2020-04-24-04,28,10
2020-04-24-05,29,14
2020-04-24-06,30,11
2020-04-24-07,31,12
2020-04-24-08,28,10
2020-04-24-09,29,8
2020-04-24-10,30,8
2020-04-24-11,32,10
2020-04-24-12,32,10
2020-04-24-13,37,15
2020-04-24-14,37,13
2020-04-24-15,37,17
2020-04-24-16,39,15
2020-04-24-17,45,15
2020-04-24-18,42,17
2020-04-24-19,42,20
2020-04-24-20,38,19
2020-04-24-21,39,19
2020-04-24-22,35,16
2020-04-24-23,36,17
2020-04-24-24,32,16
2020-04-25-01,32,18
2020-04-25-02,30,16
2020-04-25-03,29,15
2020-04-25-04,27,13
2020-04-25-05,28,14
2020-04-25-06,30,13
2020-04-25-07,36,14
2020-04-25-08,34,13
2020-04-25-09,39,15
2020-04-25-10,45,18
2020-04-25-11,55,23
2020-04-25-12,60,27
2020-04-25-13,64,31
2020-04-25-14,63,30
2020-04-25-15,69,33
2020-04-25-16,70,32
2020-04-25-17,70,33
2020-04-25-18,72,31
2020-04-25-19,73,29
2020-04-25-20,69,25
2020-04-25-21,56,24
2020-04-25-22,37,20
2020-04-25-23,40,25
2020-04-25-24,40,23
2020-04-26-01,37,24
2020-04-26-02,35,21
2020-04-26-03,32,21
2020-04-26-04,29,18
2020-04-26-05,29,19
2020-04-26-06,27,17
2020-04-26-07,26,15
2020-04-26-08,23,13
2020-04-26-09,21,13
2020-04-26-10,25,11
2020-04-26-11,30,14
2020-04-26-12,23,11
2020-04-26-13,21,11
2020-04-26-14,22,11
2020-04-26-15,22,12
2020-04-26-16,22,11
2020-04-26-17,23,11
2020-04-26-18,23,12
2020-04-26-19,28,15
2020-04-26-20,27,15
2020-04-26-21,28,16
2020-04-26-22,27,15
2020-04-26-23,25,15
2020-04-26-24,28,16
2020-04-27-01,31,18
2020-04-27-02,31,18
2020-04-27-03,32,20
2020-04-27-04,30,19
2020-04-27-05,30,23
2020-04-27-06,30,20
2020-04-27-07,34,22
2020-04-27-08,31,18
2020-04-27-09,32,18
2020-04-27-10,31,16
2020-04-27-11,36,21
2020-04-27-12,30,16
2020-04-27-13,29,17
2020-04-27-14,22,13
2020-04-27-15,20,15
2020-04-27-16,24,17
2020-04-27-17,26,15
2020-04-27-18,27,15
2020-04-27-19,29,20
2020-04-27-20,24,16
2020-04-27-21,23,13
2020-04-27-22,23,14
2020-04-27-23,25,14
2020-04-27-24,27,15
2020-04-28-01,28,17
2020-04-28-02,28,17
2020-04-28-03,32,20
2020-04-28-04,30,19
2020-04-28-05,29,20
2020-04-28-06,29,20
2020-04-28-07,28,18
2020-04-28-08,26,16
2020-04-28-09,28,16
2020-04-28-10,25,14
2020-04-28-11,27,16
2020-04-28-12,30,17
2020-04-28-13,30,17
2020-04-28-14,25,15
2020-04-28-15,28,18
2020-04-28-16,26,15
2020-04-28-17,,
2020-04-28-18,,
2020-04-28-19,25,21
2020-04-28-20,30,21
2020-04-28-21,39,24
2020-04-28-22,39,26
2020-04-28-23,41,29
2020-04-28-24,42,29
2020-04-29-01,46,32
2020-04-29-02,49,34
2020-04-29-03,48,32
2020-04-29-04,42,29
2020-04-29-05,42,31
2020-04-29-06,39,28
2020-04-29-07,40,28
2020-04-29-08,38,27
2020-04-29-09,41,26
2020-04-29-10,37,21
2020-04-29-11,38,24
2020-04-29-12,36,22
2020-04-29-13,40,26
2020-04-29-14,38,22
2020-04-29-15,41,25
2020-04-29-16,39,22
2020-04-29-17,38,23
2020-04-29-18,34,21
2020-04-29-19,37,26
2020-04-29-20,31,22
2020-04-29-21,30,23
2020-04-29-22,31,20
2020-04-29-23,31,21
2020-04-29-24,29,19
2020-04-30-01,30,20
2020-04-30-02,29,18
2020-04-30-03,28,20
2020-04-30-04,28,21
2020-04-30-05,30,21
2020-04-30-06,31,21
2020-04-30-07,32,21
2020-04-30-08,32,19
2020-04-30-09,37,19
2020-04-30-10,27,13
2020-04-30-11,21,12
2020-04-30-12,25,13
2020-04-30-13,29,17
2020-04-30-14,30,18
2020-04-30-15,32,21
2020-04-30-16,33,21
2020-04-30-17,34,21
2020-04-30-18,35,22
2020-04-30-19,36,22
2020-04-30-20,35,22
2020-04-30-21,37,24
2020-04-30-22,34,21
2020-04-30-23,32,23
2020-04-30-24,36,25
2020-05-01-01,40,27
2020-05-01-02,40,27
2020-05-01-03,36,25
2020-05-01-04,33,24
2020-05-01-05,36,24
2020-05-01-06,36,24
2020-05-01-07,36,26
2020-05-01-08,38,26
2020-05-01-09,42,29
2020-05-01-10,44,30
2020-05-01-11,43,31
2020-05-01-12,46,33
2020-05-01-13,48,39
2020-05-01-14,49,36
2020-05-01-15,51,35
2020-05-01-16,50,35
2020-05-01-17,49,34
2020-05-01-18,48,31
2020-05-01-19,48,35
2020-05-01-20,47,30
2020-05-01-21,44,29
2020-05-01-22,42,29
2020-05-01-23,46,31
2020-05-01-24,50,35
2020-05-02-01,52,38
2020-05-02-02,56,41
2020-05-02-03,54,40
2020-05-02-04,46,35
2020-05-02-05,43,34
2020-05-02-06,41,33
2020-05-02-07,48,38
2020-05-02-08,46,34
2020-05-02-09,49,34
2020-05-02-10,47,32
2020-05-02-11,52,36
2020-05-02-12,47,31
2020-05-02-13,43,27
2020-05-02-14,41,26
2020-05-02-15,36,26
2020-05-02-16,33,21
2020-05-02-17,35,23
2020-05-02-18,35,23
2020-05-02-19,40,24
2020-05-02-20,39,25
2020-05-02-21,42,27
2020-05-02-22,39,22
2020-05-02-23,37,22
2020-05-02-24,37,22
2020-05-03-01,39,23
2020-05-03-02,34,22
2020-05-03-03,35,23
2020-05-03-04,30,20
2020-05-03-05,32,22
2020-05-03-06,33,23
2020-05-03-07,34,26
2020-05-03-08,31,23
2020-05-03-09,30,24
2020-05-03-10,31,22
2020-05-03-11,32,22
2020-05-03-12,30,21
2020-05-03-13,27,22
2020-05-03-14,20,14
2020-05-03-15,16,11
2020-05-03-16,11,9
2020-05-03-17,14,10
2020-05-03-18,15,13
2020-05-03-19,13,13
2020-05-03-20,14,12
2020-05-03-21,20,16
2020-05-03-22,25,19
2020-05-03-23,25,18
2020-05-03-24,18,14
2020-05-04-01,19,16
2020-05-04-02,21,15
2020-05-04-03,25,21
2020-05-04-04,27,19
2020-05-04-05,31,22
2020-05-04-06,31,19
2020-05-04-07,27,18
2020-05-04-08,26,16
2020-05-04-09,27,15
2020-05-04-10,33,20
2020-05-04-11,30,17
2020-05-04-12,27,16
2020-05-04-13,30,19
2020-05-04-14,27,17
2020-05-04-15,26,18
2020-05-04-16,24,11
2020-05-04-17,29,11
2020-05-04-18,35,14
2020-05-04-19,38,20
2020-05-04-20,37,19
2020-05-04-21,40,19
2020-05-04-22,36,18
2020-05-04-23,37,17
2020-05-04-24,34,17
2020-05-05-01,34,18
2020-05-05-02,30,16
2020-05-05-03,31,17
2020-05-05-04,30,15
2020-05-05-05,32,17
2020-05-05-06,32,18
2020-05-05-07,35,20
2020-05-05-08,34,17
2020-05-05-09,37,17
2020-05-05-10,32,16
2020-05-05-11,32,18
2020-05-05-12,33,17
2020-05-05-13,32,17
2020-05-05-14,40,22
2020-05-05-15,42,24
2020-05-05-16,40,28
2020-05-05-17,42,31
2020-05-05-18,38,30
2020-05-05-19,35,30
2020-05-05-20,28,23
2020-05-05-21,36,28
2020-05-05-22,35,26
2020-05-05-23,26,19
2020-05-05-24,23,15
2020-05-06-01,25,15
2020-05-06-02,29,19
2020-05-06-03,28,22
2020-05-06-04,24,18
2020-05-06-05,26,16
2020-05-06-06,23,16
2020-05-06-07,25,14
2020-05-06-08,26,16
2020-05-06-09,29,17
2020-05-06-10,23,11
2020-05-06-11,27,15
2020-05-06-12,32,15
2020-05-06-13,32,15
2020-05-06-14,32,15
2020-05-06-15,34,16
2020-05-06-16,32,16
2020-05-06-17,29,16
2020-05-06-18,21,11
2020-05-06-19,30,18
2020-05-06-20,39,21
2020-05-06-21,35,20
2020-05-06-22,36,20
2020-05-06-23,37,23
2020-05-06-24,39,21
2020-05-07-01,27,15
2020-05-07-02,19,11
2020-05-07-03,18,12
2020-05-07-04,15,9
2020-05-07-05,13,9
2020-05-07-06,13,8
2020-05-07-07,11,6
2020-05-07-08,17,8
2020-05-07-09,20,7
2020-05-07-10,23,6
2020-05-07-11,29,10
2020-05-07-12,24,9
2020-05-07-13,21,10
2020-05-07-14,21,11
2020-05-07-15,27,13
2020-05-07-16,26,14
2020-05-07-17,25,16
2020-05-07-18,24,15
2020-05-07-19,34,20
2020-05-07-20,38,21
2020-05-07-21,34,19
2020-05-07-22,32,19
2020-05-07-23,39,24
2020-05-07-24,27,16
2020-05-08-01,19,13
2020-05-08-02,16,11
2020-05-08-03,14,12
2020-05-08-04,14,10
2020-05-08-05,12,9
2020-05-08-06,12,8
2020-05-08-07,13,9
2020-05-08-08,13,6
2020-05-08-09,16,6
2020-05-08-10,15,4
2020-05-08-11,19,8
2020-05-08-12,17,7
2020-05-08-13,14,9
2020-05-08-14,14,5
2020-05-08-15,20,11
2020-05-08-16,25,13
2020-05-08-17,28,18
2020-05-08-18,31,17
2020-05-08-19,42,23
2020-05-08-20,36,20
2020-05-08-21,35,26
2020-05-08-22,34,22
2020-05-08-23,33,21
2020-05-08-24,31,20
2020-05-09-01,30,22
2020-05-09-02,22,17
2020-05-09-03,21,16
2020-05-09-04,19,14
2020-05-09-05,15,13
2020-05-09-06,13,11
2020-05-09-07,10,8
2020-05-09-08,7,6
2020-05-09-09,9,7
2020-05-09-10,8,5
2020-05-09-11,9,5
2020-05-09-12,10,4
2020-05-09-13,6,3
2020-05-09-14,6,3
2020-05-09-15,11,2
2020-05-09-16,11,4
2020-05-09-17,5,4
2020-05-09-18,8,5
2020-05-09-19,11,11
2020-05-09-20,14,12
2020-05-09-21,15,12
2020-05-09-22,9,7
2020-05-09-23,8,6
2020-05-09-24,10,8
2020-05-10-01,12,9
2020-05-10-02,11,9
2020-05-10-03,10,5
2020-05-10-04,7,5
2020-05-10-05,7,6
2020-05-10-06,6,5
2020-05-10-07,8,7
2020-05-10-08,12,11
2020-05-10-09,15,14
2020-05-10-10,13,10
2020-05-10-11,13,12
2020-05-10-12,13,11
2020-05-10-13,14,12
2020-05-10-14,12,10
2020-05-10-15,15,11
2020-05-10-16,19,16
2020-05-10-17,35,30
2020-05-10-18,41,34
2020-05-10-19,41,33
2020-05-10-20,54,42
2020-05-10-21,61,45
2020-05-10-22,53,37
2020-05-10-23,55,39
2020-05-10-24,45,30
2020-05-11-01,36,25
2020-05-11-02,36,26
2020-05-11-03,38,27
2020-05-11-04,35,26
2020-05-11-05,41,30
2020-05-11-06,51,34
2020-05-11-07,62,37
2020-05-11-08,59,35
2020-05-11-09,64,36
2020-05-11-10,69,30
2020-05-11-11,90,32
2020-05-11-12,138,27
2020-05-11-13,155,26
2020-05-11-14,144,23
2020-05-11-15,124,17
2020-05-11-16,114,18
2020-05-11-17,111,16
2020-05-11-18,111,16
2020-05-11-19,128,19
2020-05-11-20,134,23
2020-05-11-21,126,23
2020-05-11-22,124,20
2020-05-11-23,124,19
2020-05-11-24,89,15
2020-05-12-01,49,15
2020-05-12-02,31,9
2020-05-12-03,32,11
2020-05-12-04,33,9
2020-05-12-05,35,12
2020-05-12-06,45,13
2020-05-12-07,51,18
2020-05-12-08,42,21
2020-05-12-09,35,17
2020-05-12-10,30,15
2020-05-12-11,33,18
2020-05-12-12,38,19
2020-05-12-13,45,19
2020-05-12-14,44,23
2020-05-12-15,47,24
2020-05-12-16,44,23
2020-05-12-17,46,21
2020-05-12-18,39,15
2020-05-12-19,40,10
2020-05-12-20,37,13
2020-05-12-21,28,15
2020-05-12-22,21,12
2020-05-12-23,26,17
2020-05-12-24,23,13
2020-05-13-01,21,14
2020-05-13-02,22,13
2020-05-13-03,21,16
2020-05-13-04,20,13
2020-05-13-05,20,15
2020-05-13-06,22,13
2020-05-13-07,22,13
2020-05-13-08,23,10
2020-05-13-09,27,8
2020-05-13-10,28,6
2020-05-13-11,29,8
2020-05-13-12,19,8
2020-05-13-13,33,8
2020-05-13-14,31,7
2020-05-13-15,31,5
2020-05-13-16,30,7
2020-05-13-17,31,8
2020-05-13-18,28,8
2020-05-13-19,24,10
2020-05-13-20,24,11
2020-05-13-21,20,11
2020-05-13-22,20,10
2020-05-13-23,22,11
2020-05-13-24,21,10
2020-05-14-01,25,11
2020-05-14-02,25,12
2020-05-14-03,25,13
2020-05-14-04,22,12
2020-05-14-05,21,13
2020-05-14-06,21,11
2020-05-14-07,22,12
2020-05-14-08,28,11
2020-05-14-09,46,15
2020-05-14-10,48,12
2020-05-14-11,35,13
2020-05-14-12,26,10
2020-05-14-13,28,11
2020-05-14-14,32,10
2020-05-14-15,38,13
2020-05-14-16,,
2020-05-14-17,,
2020-05-14-18,,
2020-05-14-19,52,21
2020-05-14-20,52,17
2020-05-14-21,53,19
2020-05-14-22,51,18
2020-05-14-23,52,15
2020-05-14-24,51,18
2020-05-15-01,50,20
2020-05-15-02,46,18
2020-05-15-03,46,19
2020-05-15-04,45,18
2020-05-15-05,51,16
2020-05-15-06,50,18
2020-05-15-07,43,21
2020-05-15-08,39,18
2020-05-15-09,39,19
2020-05-15-10,33,14
2020-05-15-11,27,10
2020-05-15-12,22,11
2020-05-15-13,16,9
2020-05-15-14,16,11
2020-05-15-15,17,11
2020-05-15-16,5,
2020-05-15-17,4,
2020-05-15-18,7,4
2020-05-15-19,7,4
2020-05-15-20,7,5
2020-05-15-21,7,7
2020-05-15-22,9,6
2020-05-15-23,9,5
2020-05-15-24,8,5
2020-05-16-01,7,7
2020-05-16-02,10,7
2020-05-16-03,10,8
2020-05-16-04,10,6
2020-05-16-05,10,6
2020-05-16-06,8,6
2020-05-16-07,9,5
2020-05-16-08,10,6
2020-05-16-09,12,9
2020-05-16-10,13,9
2020-05-16-11,22,14
2020-05-16-12,17,11
2020-05-16-13,12,11
2020-05-16-14,17,12
2020-05-16-15,34,27
2020-05-16-16,25,19
2020-05-16-17,28,21
2020-05-16-18,32,23
2020-05-16-19,30,23
2020-05-16-20,29,20
2020-05-16-21,33,22
2020-05-16-22,34,22
2020-05-16-23,37,22
2020-05-16-24,33,22
2020-05-17-01,40,29
2020-05-17-02,43,29
2020-05-17-03,43,30
2020-05-17-04,40,25
2020-05-17-05,40,23
2020-05-17-06,31,19
2020-05-17-07,30,20
2020-05-17-08,29,17
2020-05-17-09,22,14
2020-05-17-10,13,10
2020-05-17-11,18,15
2020-05-17-12,20,13
2020-05-17-13,23,15
2020-05-17-14,25,19
2020-05-17-15,33,19
2020-05-17-16,36,24
2020-05-17-17,43,29
2020-05-17-18,49,35
2020-05-17-19,50,37
2020-05-17-20,51,36
2020-05-17-21,51,37
2020-05-17-22,46,32
2020-05-17-23,46,33
2020-05-17-24,46,31
2020-05-18-01,44,30
2020-05-18-02,41,28
2020-05-18-03,43,31
2020-05-18-04,40,28
2020-05-18-05,43,29
2020-05-18-06,51,32
2020-05-18-07,52,31
2020-05-18-08,49,32
2020-05-18-09,66,41
2020-05-18-10,68,41
2020-05-18-11,69,41
2020-05-18-12,56,35
2020-05-18-13,48,32
2020-05-18-14,54,31
2020-05-18-15,49,23
2020-05-18-16,46,25
2020-05-18-17,35,22
2020-05-18-18,17,8
2020-05-18-19,12,9
2020-05-18-20,11,5
2020-05-18-21,9,5
2020-05-18-22,8,7
2020-05-18-23,21,13
2020-05-18-24,15,8
2020-05-19-01,17,11
2020-05-19-02,20,12
2020-05-19-03,28,16
2020-05-19-04,29,15
2020-05-19-05,29,15
2020-05-19-06,19,10
2020-05-19-07,19,8
2020-05-19-08,18,9
2020-05-19-09,16,9
2020-05-19-10,14,7
2020-05-19-11,11,6
2020-05-19-12,10,6
2020-05-19-13,11,7
2020-05-19-14,8,4
2020-05-19-15,7,1
2020-05-19-16,9,1
2020-05-19-17,9,2
2020-05-19-18,9,5
2020-05-19-19,8,6
2020-05-19-20,10,4
2020-05-19-21,7,4
2020-05-19-22,3,2
2020-05-19-23,3,1
2020-05-19-24,3,2
2020-05-20-01,3,3
2020-05-20-02,3,2
2020-05-20-03,5,2
2020-05-20-04,3,1
2020-05-20-05,3,2
2020-05-20-06,3,1
2020-05-20-07,5,1
2020-05-20-08,3,1
2020-05-20-09,6,1
2020-05-20-10,6,1
2020-05-20-11,6,2
2020-05-20-12,8,2
2020-05-20-13,10,5
2020-05-20-14,10,4
2020-05-20-15,9,5
2020-05-20-16,12,5
2020-05-20-17,15,7
2020-05-20-18,12,5
2020-05-20-19,11,7
2020-05-20-20,9,5
2020-05-20-21,9,5
2020-05-20-22,8,5
2020-05-20-23,5,6
2020-05-20-24,7,5
2020-05-21-01,7,6
2020-05-21-02,9,5
2020-05-21-03,,
2020-05-21-04,8,5
2020-05-21-05,11,5
2020-05-21-06,10,5
2020-05-21-07,12,4
2020-05-21-08,12,5
2020-05-21-09,16,6
2020-05-21-10,13,2
2020-05-21-11,17,6
2020-05-21-12,14,6
2020-05-21-13,15,6
2020-05-21-14,15,7
2020-05-21-15,18,9
2020-05-21-16,21,9
2020-05-21-17,28,12
2020-05-21-18,27,15
2020-05-21-19,22,13
2020-05-21-20,22,14
2020-05-21-21,21,15
2020-05-21-22,33,22
2020-05-21-23,39,28
2020-05-21-24,38,27
2020-05-22-01,44,32
2020-05-22-02,41,31
2020-05-22-03,30,26
2020-05-22-04,23,19
2020-05-22-05,28,24
2020-05-22-06,26,20
2020-05-22-07,22,18
2020-05-22-08,26,16
2020-05-22-09,38,23
2020-05-22-10,37,19
2020-05-22-11,35,20
2020-05-22-12,35,21
2020-05-22-13,36,24
2020-05-22-14,33,21
2020-05-22-15,,
2020-05-22-16,,
2020-05-22-17,,
2020-05-22-18,34,28
2020-05-22-19,56,40
2020-05-22-20,55,37
2020-05-22-21,52,37
2020-05-22-22,36,26
2020-05-22-23,34,24
2020-05-22-24,31,22
2020-05-23-01,52,37
2020-05-23-02,61,41
2020-05-23-03,52,34
2020-05-23-04,51,34
2020-05-23-05,54,36
2020-05-23-06,54,38
2020-05-23-07,62,43
2020-05-23-08,71,48
2020-05-23-09,58,38
2020-05-23-10,37,22
2020-05-23-11,29,20
2020-05-23-12,31,21
2020-05-23-13,40,29
2020-05-23-14,46,38
2020-05-23-15,45,36
2020-05-23-16,37,28
2020-05-23-17,41,32
2020-05-23-18,38,29
2020-05-23-19,34,30
2020-05-23-20,37,30
2020-05-23-21,37,31
2020-05-23-22,38,30
2020-05-23-23,40,31
2020-05-23-24,38,29
2020-05-24-01,39,30
2020-05-24-02,36,28
2020-05-24-03,37,31
2020-05-24-04,32,25
2020-05-24-05,29,22
2020-05-24-06,27,21
2020-05-24-07,31,22
2020-05-24-08,20,17
2020-05-24-09,18,14
2020-05-24-10,23,17
2020-05-24-11,20,15
2020-05-24-12,14,10
2020-05-24-13,13,8
2020-05-24-14,12,8
2020-05-24-15,14,11
2020-05-24-16,17,13
2020-05-24-17,12,10
2020-05-24-18,10,8
2020-05-24-19,13,10
2020-05-24-20,17,15
2020-05-24-21,20,17
2020-05-24-22,22,17
2020-05-24-23,22,19
2020-05-24-24,19,14
2020-05-25-01,17,15
2020-05-25-02,16,13
2020-05-25-03,18,15
2020-05-25-04,19,14
2020-05-25-05,23,16
2020-05-25-06,24,17
2020-05-25-07,27,21
2020-05-25-08,28,19
2020-05-25-09,30,20
2020-05-25-10,27,16
2020-05-25-11,27,18
2020-05-25-12,30,19
2020-05-25-13,34,20
2020-05-25-14,33,21
2020-05-25-15,27,22
2020-05-25-16,45,27
2020-05-25-17,59,33
2020-05-25-18,42,26
2020-05-25-19,42,31
2020-05-25-20,44,35
2020-05-25-21,42,33
2020-05-25-22,41,31
2020-05-25-23,42,32
2020-05-25-24,42,29
2020-05-26-01,45,30
2020-05-26-02,45,30
2020-05-26-03,44,31
2020-05-26-04,46,31
2020-05-26-05,47,34
2020-05-26-06,47,29
2020-05-26-07,49,29
2020-05-26-08,45,30
2020-05-26-09,50,32
2020-05-26-10,50,31
2020-05-26-11,46,27
2020-05-26-12,35,20
2020-05-26-13,29,17
2020-05-26-14,26,19
2020-05-26-15,36,27
2020-05-26-16,45,31
2020-05-26-17,33,24
2020-05-26-18,21,15
2020-05-26-19,18,11
2020-05-26-20,16,11
2020-05-26-21,20,12
2020-05-26-22,16,13
2020-05-26-23,15,11
2020-05-26-24,14,11
2020-05-27-01,16,13
2020-05-27-02,14,10
2020-05-27-03,15,11
2020-05-27-04,17,13
2020-05-27-05,21,15
2020-05-27-06,21,15
2020-05-27-07,21,16
2020-05-27-08,22,15
2020-05-27-09,22,14
2020-05-27-10,18,10
2020-05-27-11,21,11
2020-05-27-12,23,12
2020-05-27-13,22,16
2020-05-27-14,20,11
2020-05-27-15,20,12
2020-05-27-16,23,14
2020-05-27-17,23,14
2020-05-27-18,21,13
2020-05-27-19,27,17
2020-05-27-20,25,18
2020-05-27-21,19,16
2020-05-27-22,20,15
2020-05-27-23,23,16
2020-05-27-24,24,18
2020-05-28-01,29,20
2020-05-28-02,32,23
2020-05-28-03,35,25
2020-05-28-04,26,18
2020-05-28-05,24,17
2020-05-28-06,25,18
2020-05-28-07,27,20
2020-05-28-08,27,17
2020-05-28-09,21,12
2020-05-28-10,17,9
2020-05-28-11,20,11
2020-05-28-12,24,10
2020-05-28-13,17,12
2020-05-28-14,18,12
2020-05-28-15,25,16
